country,subnational1,threshold,area_ha,extent_2000_ha,extent_2010_ha,gain_2000-2020_ha,tc_loss_ha_2001,tc_loss_ha_2002,tc_loss_ha_2003,tc_loss_ha_2004,tc_loss_ha_2005,tc_loss_ha_2006,tc_loss_ha_2007,tc_loss_ha_2008,tc_loss_ha_2009,tc_loss_ha_2010,tc_loss_ha_2011,tc_loss_ha_2012,tc_loss_ha_2013,tc_loss_ha_2014,tc_loss_ha_2015,tc_loss_ha_2016,tc_loss_ha_2017,tc_loss_ha_2018,tc_loss_ha_2019,tc_loss_ha_2020,tc_loss_ha_2021,tc_loss_ha_2022,tc_loss_ha_2023
Philippines,Quezon,0,836087,836087,836087,3743,2704,1229,977,1602,2392,3962,1358,2912,2038,7247,378,4239,1159,3400,627,2389,2394,1240,1904,1961,1129,1202,1144
Philippines,Quezon,10,836087,718975,722513,3743,2700,1220,974,1598,2382,3956,1357,2910,2035,7231,378,4125,1034,2753,580,2272,2243,1180,1744,1868,1081,1156,1060
Philippines,Quezon,15,836087,712492,712926,3743,2700,1218,973,1597,2381,3954,1357,2909,2033,7224,377,4122,1030,2724,577,2265,2234,1175,1732,1861,1079,1152,1055
Philippines,Quezon,20,836087,708541,710466,3743,2699,1217,973,1597,2379,3954,1357,2909,2033,7220,377,4120,1027,2705,575,2259,2226,1171,1724,1857,1076,1149,1051
Philippines,Quezon,25,836087,706171,705999,3743,2699,1216,972,1596,2378,3953,1357,2909,2032,7218,377,4118,1025,2693,574,2257,2222,1170,1720,1855,1075,1148,1050
Philippines,Quezon,30,836087,700495,700541,3743,2697,1214,971,1596,2377,3952,1356,2908,2032,7214,377,4115,1020,2658,570,2241,2207,1163,1701,1844,1071,1141,1041
Philippines,Quezon,50,836087,679823,666414,3743,2688,1200,966,1590,2363,3938,1353,2903,2024,7171,377,4095,1000,2555,560,2211,2162,1143,1654,1816,1059,1127,1019
Philippines,Quezon,75,836087,595571,590950,3743,2617,1121,924,1537,2263,3813,1308,2839,1961,6856,370,3967,896,2086,487,1964,1876,1011,1398,1614,956,1017,875
Philippines,Quirino,0,309854,309854,309854,473,358,614,1335,371,754,1200,1101,168,697,1549,640,1243,877,579,727,1655,1185,1248,706,665,1172,554,608
Philippines,Quirino,10,309854,242175,238068,473,356,607,1328,367,745,1189,1093,166,690,1522,634,1190,758,450,678,1549,1073,1017,642,598,1079,519,554
Philippines,Quirino,15,309854,239195,233637,473,356,606,1326,367,743,1187,1091,166,689,1516,632,1187,751,442,673,1539,1064,1005,636,594,1072,518,549
Philippines,Quirino,20,309854,237575,232334,473,355,606,1325,366,742,1186,1090,166,688,1513,631,1185,746,439,670,1535,1059,997,634,591,1068,516,547
Philippines,Quirino,25,309854,236259,230250,473,355,606,1324,366,741,1185,1089,166,687,1510,631,1183,744,438,669,1532,1057,993,632,591,1066,515,547
Philippines,Quirino,30,309854,233280,227303,473,355,605,1323,366,740,1183,1088,166,686,1506,630,1179,732,426,654,1509,1035,962,620,580,1047,509,538
Philippines,Quirino,50,309854,223982,214115,473,352,598,1314,363,734,1170,1079,164,679,1477,624,1162,710,407,635,1463,990,918,601,561,1011,497,517
Philippines,Quirino,75,309854,197906,188874,473,336,561,1244,345,680,1097,1006,150,623,1329,590,1070,590,314,506,1186,759,672,475,447,796,424,415
Philippines,Rizal,0,126790,126790,126790,1038,108,68,172,211,187,303,233,85,258,423,6,162,131,248,148,669,415,240,224,148,178,338,202
Philippines,Rizal,10,126790,80941,82190,1038,105,66,168,209,185,298,231,85,253,415,6,130,78,153,127,611,372,216,201,127,158,279,168
Philippines,Rizal,15,126790,79365,79992,1038,105,65,167,208,184,298,230,85,252,414,5,129,77,151,126,608,370,214,199,126,157,276,167
Philippines,Rizal,20,126790,78463,79226,1038,105,65,166,208,184,297,230,85,251,412,5,128,75,149,125,604,368,212,197,125,155,273,165
Philippines,Rizal,25,126790,77537,78112,1038,104,64,165,207,183,297,230,85,250,411,5,128,74,148,124,602,367,211,197,124,155,272,164
Philippines,Rizal,30,126790,76045,76673,1038,104,64,165,207,183,296,229,85,250,410,5,127,72,144,122,597,362,208,194,122,153,268,162
Philippines,Rizal,50,126790,70475,69045,1038,95,61,158,204,179,291,224,84,243,398,5,124,67,135,116,575,344,199,183,115,146,255,154
Philippines,Rizal,75,126790,54169,53028,1038,70,47,138,184,160,268,204,78,211,345,4,111,48,91,85,440,265,141,131,78,99,174,110
Philippines,Romblon,0,132625,132625,132625,494,260,125,83,288,252,378,173,438,212,652,17,354,74,306,92,1386,214,111,230,148,80,118,98
Philippines,Romblon,10,132625,105254,100449,494,258,124,82,286,251,375,172,438,211,647,17,326,57,144,78,1318,191,100,207,133,67,98,85
Philippines,Romblon,15,132625,103891,98611,494,258,124,82,286,251,375,172,437,211,645,17,326,57,140,77,1310,189,98,204,130,66,96,84
Philippines,Romblon,20,132625,103098,98214,494,258,124,82,285,250,375,171,437,211,644,17,326,56,137,76,1305,188,97,202,130,66,95,83
Philippines,Romblon,25,132625,102632,97503,494,258,124,82,285,250,375,171,437,211,643,17,325,56,136,75,1303,187,97,201,129,66,94,83
Philippines,Romblon,30,132625,100681,96401,494,257,124,81,284,250,374,171,436,210,641,17,325,54,129,69,1283,178,92,194,123,62,87,78
Philippines,Romblon,50,132625,96065,90168,494,254,122,80,282,247,371,170,433,208,630,17,321,53,116,66,1251,170,88,185,119,59,83,74
Philippines,Romblon,75,132625,79214,76533,494,236,109,75,259,229,343,158,407,193,564,16,299,43,74,44,1011,115,63,132,88,38,52,54
Philippines,Samar,0,544182,544182,544182,1607,1080,1531,927,1150,1560,785,2255,568,1751,3302,841,450,1750,1712,1689,5253,5260,1372,2953,3329,1533,1359,1253
Philippines,Samar,10,544182,486929,466424,1607,1071,1513,922,1147,1550,781,2244,566,1743,3287,838,443,1706,1600,1522,4737,4832,1250,2714,3028,1400,1245,1109
Philippines,Samar,15,544182,480371,460428,1607,1069,1510,921,1146,1549,781,2241,564,1742,3284,838,442,1701,1581,1494,4644,4749,1226,2670,2981,1374,1223,1082
Philippines,Samar,20,544182,477157,458679,1607,1068,1507,920,1145,1547,780,2238,564,1741,3281,837,441,1698,1573,1480,4610,4718,1215,2650,2959,1365,1213,1072
Philippines,Samar,25,544182,475575,455959,1607,1067,1506,919,1145,1546,780,2236,564,1740,3279,837,441,1698,1569,1475,4593,4702,1211,2643,2951,1360,1210,1068
Philippines,Samar,30,544182,466057,451674,1607,1066,1503,918,1144,1542,778,2234,562,1737,3273,836,439,1682,1531,1407,4334,4460,1149,2521,2810,1310,1159,1008
Philippines,Samar,50,544182,447296,428502,1607,1056,1489,910,1136,1525,772,2215,557,1722,3242,829,434,1661,1483,1335,4098,4264,1091,2399,2662,1252,1106,939
Philippines,Samar,75,544182,378606,380522,1607,984,1381,843,1056,1391,702,2037,505,1579,2950,778,396,1470,1177,938,2799,2972,767,1687,1933,964,832,635
Philippines,Sarangani,0,324422,324422,324422,2494,310,312,300,597,429,809,823,811,509,1095,447,724,338,805,331,1196,1442,1366,763,620,421,805,813
Philippines,Sarangani,10,324422,232383,219380,2494,309,310,297,594,426,803,818,808,506,1086,445,706,262,667,253,1028,1234,1148,645,528,341,649,642
Philippines,Sarangani,15,324422,224344,211059,2494,308,309,297,593,425,802,816,808,505,1083,444,704,256,653,248,1013,1213,1119,633,521,332,636,626
Philippines,Sarangani,20,324422,221089,209350,2494,308,308,297,593,424,801,815,808,504,1081,444,703,253,646,245,1006,1203,1107,627,517,329,629,618
Philippines,Sarangani,25,324422,218552,205133,2494,308,308,297,592,424,800,814,807,503,1080,444,701,252,642,244,1004,1199,1100,625,514,327,626,614
Philippines,Sarangani,30,324422,211954,200231,2494,308,308,297,592,423,799,813,807,502,1078,443,699,243,624,236,979,1168,1064,612,503,317,608,600
Philippines,Sarangani,50,324422,191343,178176,2494,305,304,295,586,418,787,804,802,495,1061,439,687,223,588,226,936,1112,989,581,478,297,567,563
Philippines,Sarangani,75,324422,145858,133732,2494,281,280,276,540,387,725,734,756,441,954,411,618,152,427,166,764,867,711,443,350,222,414,418
Philippines,Siquijor,0,32096,32096,32096,277,13,6,6,5,9,9,36,4,15,18,7,19,8,10,6,38,22,15,12,5,7,3,11
Philippines,Siquijor,10,32096,16536,16364,277,13,6,6,5,9,9,35,4,15,17,6,17,4,6,5,35,20,14,11,4,6,2,7
Philippines,Siquijor,15,32096,15785,15307,277,12,6,6,5,9,9,34,4,14,17,6,17,4,6,4,34,20,14,10,4,6,2,7
Philippines,Siquijor,20,32096,15311,15104,277,12,6,5,5,9,9,34,4,14,17,6,17,4,6,4,34,19,14,10,4,6,2,7
Philippines,Siquijor,25,32096,14883,14646,277,12,6,5,5,9,9,34,4,14,17,6,17,4,6,4,33,19,14,10,4,6,2,6
Philippines,Siquijor,30,32096,14093,14195,277,12,6,5,5,9,9,34,4,14,17,6,17,4,6,4,33,19,14,10,4,6,2,6
Philippines,Siquijor,50,32096,11451,11539,277,11,6,5,4,8,8,31,4,13,15,6,16,4,5,4,31,17,12,9,4,5,1,4
Philippines,Siquijor,75,32096,6264,7299,277,7,4,3,3,5,5,22,3,10,10,5,13,2,2,2,17,10,8,5,1,2,0,1
Philippines,Sorsogon,0,199167,199167,199167,298,227,59,84,118,132,721,160,92,197,377,86,162,111,286,392,1079,204,66,40,260,45,66,53
Philippines,Sorsogon,10,199167,160927,161905,298,226,58,82,118,131,720,160,91,196,375,86,148,56,250,380,1038,177,64,33,246,42,63,48
Philippines,Sorsogon,15,199167,158767,159153,298,226,58,82,118,131,719,160,91,196,375,86,147,53,247,379,1034,175,64,32,244,42,62,47
Philippines,Sorsogon,20,199167,157498,158588,298,226,58,82,118,131,719,160,91,196,374,86,147,52,245,378,1031,174,64,32,244,41,62,47
Philippines,Sorsogon,25,199167,156847,157466,298,226,58,82,118,131,719,160,91,196,374,86,147,51,245,377,1031,173,63,32,244,41,62,47
Philippines,Sorsogon,30,199167,154762,155758,298,225,58,82,118,131,718,160,91,196,373,86,146,49,241,372,1017,170,63,31,240,41,61,47
Philippines,Sorsogon,50,199167,147892,146285,298,223,57,80,117,129,716,157,90,195,366,86,145,46,233,366,1003,165,61,30,236,39,60,44
Philippines,Sorsogon,75,199167,121814,127555,298,208,53,70,110,118,677,147,86,183,326,84,133,33,184,295,859,137,50,23,185,31,44,31
Philippines,South Cotabato,0,434847,434847,434847,9278,358,364,305,528,453,908,934,526,369,1530,463,653,498,932,1531,2394,2464,1775,1175,906,933,966,1138
Philippines,South Cotabato,10,434847,249500,247002,9278,342,354,298,516,449,890,917,518,360,1491,450,586,280,614,869,1283,1775,1150,811,605,573,628,699
Philippines,South Cotabato,15,434847,240583,236277,9278,340,352,296,512,447,885,914,515,358,1483,448,579,268,590,836,1239,1716,1094,786,582,552,600,668
Philippines,South Cotabato,20,434847,236099,234184,9278,339,351,295,511,447,883,912,514,358,1478,447,577,262,579,818,1215,1686,1071,773,571,540,589,656
Philippines,South Cotabato,25,434847,232805,229146,9278,338,351,294,510,446,881,911,514,357,1475,446,574,258,574,807,1200,1669,1056,765,563,532,581,648
Philippines,South Cotabato,30,434847,225456,222855,9278,336,350,294,508,446,880,908,513,356,1468,445,570,247,545,779,1167,1628,1023,748,549,514,566,628
Philippines,South Cotabato,50,434847,203148,194588,9278,319,337,283,492,438,854,888,506,346,1415,433,551,223,503,712,1072,1528,941,697,508,475,522,574
Philippines,South Cotabato,75,434847,150731,138344,9278,252,291,247,426,398,742,780,446,290,1148,369,451,132,325,469,771,1122,637,513,344,342,377,400
Philippines,Southern Leyte,0,168382,168382,168382,259,214,157,92,284,189,323,239,119,454,465,324,167,69,65,44,126,283,67,38,47,104,5050,57
Philippines,Southern Leyte,10,168382,150681,148744,259,214,156,92,283,188,321,238,118,453,464,323,165,57,61,38,119,266,59,32,41,96,4900,44
Philippines,Southern Leyte,15,168382,149353,147465,259,213,156,92,282,188,321,238,118,452,464,323,165,56,60,37,118,264,58,32,40,95,4885,43
Philippines,Southern Leyte,20,168382,148487,147066,259,213,156,92,282,188,321,238,118,452,463,323,165,55,60,37,117,262,57,31,40,95,4875,43
Philippines,Southern Leyte,25,168382,148050,146512,259,213,156,92,282,188,321,237,118,452,463,323,165,55,59,37,117,261,57,31,40,94,4871,42
Philippines,Southern Leyte,30,168382,146660,145440,259,213,156,92,282,188,321,237,118,452,463,323,165,54,59,37,116,258,56,31,39,93,4848,42
Philippines,Southern Leyte,50,168382,142453,136945,259,213,156,91,280,187,319,236,118,450,460,323,165,51,57,35,113,251,54,29,38,90,4800,39
Philippines,Southern Leyte,75,168382,125285,120998,259,207,149,88,266,177,301,222,113,433,442,313,152,42,50,28,92,217,42,23,29,72,4459,32
Philippines,Sultan Kudarat,0,444708,444708,444708,5848,284,492,367,622,839,1037,1122,752,1054,2505,547,953,780,1846,1742,2655,2970,2065,1334,1249,1005,1072,986
Philippines,Sultan Kudarat,10,444708,274068,274507,5848,278,485,361,615,831,1024,1102,747,1046,2477,540,876,549,1404,1260,2087,2246,1424,1039,914,684,826,705
Philippines,Sultan Kudarat,15,444708,266644,264360,5848,278,484,360,613,829,1023,1097,746,1044,2470,540,872,542,1380,1236,2043,2195,1383,1021,896,670,809,687
Philippines,Sultan Kudarat,20,444708,262905,262219,5848,277,484,359,612,829,1022,1094,745,1043,2466,539,870,537,1364,1220,2019,2167,1359,1011,887,658,802,679
Philippines,Sultan Kudarat,25,444708,259922,257134,5848,277,483,358,611,828,1021,1094,744,1042,2463,538,868,534,1352,1205,2000,2143,1340,1001,879,649,796,672
Philippines,Sultan Kudarat,30,444708,254394,251166,5848,276,483,358,610,827,1019,1091,743,1041,2459,538,864,526,1327,1181,1965,2104,1307,984,862,638,781,658
Philippines,Sultan Kudarat,50,444708,234301,224318,5848,266,476,349,598,817,1001,1068,735,1024,2415,529,843,505,1267,1108,1855,1972,1185,935,815,594,740,614
Philippines,Sultan Kudarat,75,444708,187707,175393,5848,221,429,304,537,747,913,940,676,916,2165,483,754,410,970,843,1414,1452,824,737,644,449,566,467
Philippines,Sulu,0,155868,155868,155868,897,85,464,625,160,258,127,85,183,230,488,78,163,78,469,339,609,172,140,118,143,297,157,143
Philippines,Sulu,10,155868,131790,130724,897,85,463,622,160,257,127,84,183,229,486,78,162,68,396,277,552,162,136,108,129,284,149,136
Philippines,Sulu,15,155868,130566,128869,897,85,463,621,159,257,127,84,183,229,486,78,162,67,389,270,547,161,135,106,128,283,149,135
Philippines,Sulu,20,155868,129688,128253,897,85,462,621,159,257,126,84,182,229,486,78,162,65,383,265,539,161,135,106,127,282,148,134
Philippines,Sulu,25,155868,129157,127431,897,85,461,620,159,257,126,84,182,229,485,78,162,65,379,262,535,160,135,105,125,281,148,133
Philippines,Sulu,30,155868,128293,126255,897,85,461,620,159,257,126,84,182,229,485,78,162,64,371,256,527,159,135,104,123,278,147,133
Philippines,Sulu,50,155868,122459,117260,897,84,452,612,156,253,125,82,181,227,477,77,161,59,326,221,479,153,132,98,110,270,144,125
Philippines,Sulu,75,155868,100593,99464,897,77,412,574,139,231,119,74,173,214,431,73,154,49,234,139,363,134,121,77,85,244,129,94
Philippines,Surigao del Norte,0,209761,209761,209761,843,153,90,34,282,140,165,84,182,243,244,246,373,162,748,154,351,663,134,443,261,658,2746,289
Philippines,Surigao del Norte,10,209761,167631,167335,843,152,89,34,280,139,164,82,179,242,241,242,360,130,669,148,330,634,120,411,236,643,2556,258
Philippines,Surigao del Norte,15,209761,164733,164173,843,152,88,34,279,139,163,81,177,240,240,242,358,126,656,147,327,629,119,409,232,642,2541,254
Philippines,Surigao del Norte,20,209761,162960,163569,843,152,88,34,279,139,163,81,177,239,240,242,358,125,647,146,325,627,118,405,230,641,2533,251
Philippines,Surigao del Norte,25,209761,161856,162252,843,152,88,34,279,139,162,81,176,239,239,242,357,124,640,146,323,625,118,404,229,641,2530,249
Philippines,Surigao del Norte,30,209761,159762,160258,843,152,88,34,278,139,162,80,176,238,238,242,356,122,626,144,319,621,116,401,226,639,2507,245
Philippines,Surigao del Norte,50,209761,151645,149574,843,151,87,33,272,138,157,78,172,231,233,238,348,112,557,140,298,604,112,383,215,633,2450,230
Philippines,Surigao del Norte,75,209761,132863,132011,843,136,80,29,238,126,136,66,151,185,206,217,317,88,407,120,241,531,94,332,183,590,2173,192
Philippines,Surigao del Sur,0,430816,430816,430816,1139,845,1171,595,2141,1534,1597,1191,1667,1605,1501,2052,2472,722,4218,3713,3231,4405,2073,2689,1980,1694,1451,1226
Philippines,Surigao del Sur,10,430816,396505,395002,1139,842,1169,594,2137,1529,1595,1189,1665,1602,1500,2049,2464,700,4084,3563,3173,4306,2026,2631,1933,1649,1408,1189
Philippines,Surigao del Sur,15,430816,394319,391865,1139,842,1168,594,2136,1528,1595,1189,1663,1601,1499,2048,2463,699,4077,3550,3168,4298,2021,2626,1929,1646,1404,1184
Philippines,Surigao del Sur,20,430816,392812,391060,1139,841,1168,593,2135,1527,1594,1189,1663,1601,1499,2048,2462,697,4068,3538,3164,4291,2019,2621,1925,1643,1401,1180
Philippines,Surigao del Sur,25,430816,391988,389574,1139,841,1168,593,2135,1527,1594,1189,1663,1600,1498,2047,2462,697,4064,3533,3162,4288,2017,2619,1923,1641,1400,1178
Philippines,Surigao del Sur,30,430816,389982,387386,1139,840,1168,593,2134,1526,1593,1188,1663,1600,1498,2046,2461,695,4051,3515,3154,4279,2011,2610,1919,1637,1394,1171
Philippines,Surigao del Sur,50,430816,380724,374345,1139,836,1165,591,2128,1520,1589,1185,1659,1595,1492,2040,2454,690,4003,3459,3127,4237,1989,2582,1897,1619,1373,1145
Philippines,Surigao del Sur,75,430816,349654,347178,1139,793,1128,572,2053,1440,1539,1147,1617,1542,1431,1980,2361,642,3610,3025,2884,3895,1846,2378,1745,1489,1233,1007
Philippines,Tarlac,0,301507,301507,301507,2347,90,211,84,157,167,175,198,109,278,162,121,189,263,296,258,874,896,500,183,190,167,198,273
Philippines,Tarlac,10,301507,87517,94217,2347,75,195,78,154,161,169,184,107,260,159,115,122,155,168,220,806,754,423,151,160,133,165,174
Philippines,Tarlac,15,301507,85002,89104,2347,74,193,78,154,160,168,182,107,258,159,115,121,152,164,217,804,747,419,150,159,131,163,170
Philippines,Tarlac,20,301507,83537,88041,2347,73,192,77,153,159,168,181,107,256,159,115,120,150,161,216,802,743,417,149,158,131,162,168
Philippines,Tarlac,25,301507,81634,85640,2347,72,191,77,153,159,167,181,107,255,159,115,119,149,159,216,800,738,416,149,158,131,161,167
Philippines,Tarlac,30,301507,79187,83657,2347,72,189,77,153,159,167,180,107,253,158,115,119,147,155,214,798,735,414,149,157,129,160,165
Philippines,Tarlac,50,301507,71495,72793,2347,62,176,72,148,154,161,172,104,241,155,113,113,135,143,205,782,709,397,142,151,124,152,153
Philippines,Tarlac,75,301507,52248,57606,2347,42,133,59,124,129,137,144,90,184,136,101,93,87,80,135,608,475,266,90,98,76,99,84
Philippines,Tawi-Tawi,0,118018,118018,118018,491,434,454,420,242,417,327,568,697,653,1293,140,267,232,961,810,2325,1233,938,737,584,524,321,653
Philippines,Tawi-Tawi,10,118018,104392,101659,491,433,452,419,242,417,327,568,696,653,1291,140,267,228,930,780,2235,1189,922,709,562,508,310,628
Philippines,Tawi-Tawi,15,118018,103903,100766,491,433,452,419,242,417,327,568,696,653,1290,140,267,228,927,777,2227,1187,921,706,560,507,310,625
Philippines,Tawi-Tawi,20,118018,103565,100422,491,433,452,419,241,416,327,568,696,653,1290,140,267,228,923,773,2218,1184,920,705,557,506,309,623
Philippines,Tawi-Tawi,25,118018,103331,99965,491,433,452,419,241,416,327,568,696,653,1290,140,267,227,921,771,2213,1182,920,704,556,506,308,622
Philippines,Tawi-Tawi,30,118018,102951,99427,491,433,452,419,241,416,327,568,696,652,1290,140,267,227,918,768,2204,1179,919,701,552,504,307,620
Philippines,Tawi-Tawi,50,118018,100784,95010,491,432,448,416,239,415,326,566,695,651,1284,139,266,223,895,750,2153,1156,911,687,539,497,303,602
Philippines,Tawi-Tawi,75,118018,92025,87069,491,423,420,402,228,402,317,550,681,635,1233,135,261,202,797,665,1864,1044,856,622,451,456,279,528
Philippines,Zambales,0,365616,365616,365616,3595,68,348,76,288,303,352,225,262,310,558,228,525,156,166,110,596,491,168,89,230,142,202,257
Philippines,Zambales,10,365616,197326,196927,3595,65,344,74,282,296,344,219,259,303,552,224,470,114,120,97,561,455,147,78,190,128,178,194
Philippines,Zambales,15,365616,190461,187848,3595,65,344,74,281,295,343,218,259,302,551,224,467,111,117,96,558,452,146,78,186,128,177,191
Philippines,Zambales,20,365616,187084,186286,3595,64,343,73,279,294,342,217,259,301,550,223,466,110,116,96,557,451,145,77,184,128,177,189
Philippines,Zambales,25,365616,182578,182163,3595,64,343,73,278,293,341,217,258,301,549,223,464,108,115,95,556,450,145,77,182,127,176,186
Philippines,Zambales,30,365616,176961,177229,3595,64,342,73,278,293,340,216,258,301,549,223,463,106,113,95,554,448,144,76,178,126,175,181
Philippines,Zambales,50,365616,159389,154166,3595,59,334,68,266,283,331,208,255,295,540,220,450,98,107,92,544,438,137,73,167,121,171,165
Philippines,Zambales,75,365616,124185,122457,3595,46,291,54,217,235,291,170,228,256,490,207,394,78,77,66,453,329,92,52,116,92,131,113
Philippines,Zamboanga Sibugay,0,271451,271451,271451,2298,393,555,507,736,808,602,1587,734,1863,1154,484,727,445,955,1645,3020,1627,1806,1833,1726,915,1615,857
Philippines,Zamboanga Sibugay,10,271451,202057,193034,2298,390,548,505,733,805,599,1578,733,1858,1149,482,716,418,861,1455,2593,1477,1657,1694,1504,814,1480,746
Philippines,Zamboanga Sibugay,15,271451,196420,187134,2298,389,547,504,732,804,598,1576,732,1856,1148,482,714,415,847,1430,2552,1455,1635,1676,1481,800,1464,736
Philippines,Zamboanga Sibugay,20,271451,193740,185324,2298,389,545,502,732,803,597,1574,732,1854,1147,482,713,411,841,1412,2528,1444,1625,1665,1468,793,1455,731
Philippines,Zamboanga Sibugay,25,271451,192278,182823,2298,388,544,502,732,803,597,1573,732,1853,1145,481,713,411,838,1404,2517,1437,1619,1660,1463,789,1451,728
Philippines,Zamboanga Sibugay,30,271451,186958,179459,2298,388,543,501,731,802,596,1571,731,1850,1143,481,710,406,819,1359,2442,1408,1586,1634,1433,774,1431,712
Philippines,Zamboanga Sibugay,50,271451,174234,162847,2298,382,533,496,727,796,590,1555,728,1838,1130,478,704,394,789,1307,2326,1351,1523,1584,1362,742,1379,682
Philippines,Zamboanga Sibugay,75,271451,125139,122570,2298,343,457,456,684,732,541,1416,693,1708,1023,451,652,309,604,956,1634,999,1156,1227,998,552,1063,525
Philippines,Zamboanga del Norte,0,639192,639192,639192,4152,1250,1502,2284,2173,2656,1730,3843,1828,2988,2985,1389,2371,2143,3296,4980,10790,5900,4212,4000,3624,2038,3497,2072
Philippines,Zamboanga del Norte,10,639192,485136,474907,4152,1233,1480,2269,2161,2640,1723,3808,1822,2967,2967,1376,2314,2026,3005,4508,9356,5355,3552,3611,3200,1716,3059,1740
Philippines,Zamboanga del Norte,15,639192,473099,463220,4152,1231,1477,2264,2159,2636,1720,3800,1821,2961,2963,1375,2309,2013,2971,4445,9178,5270,3465,3554,3150,1676,3005,1696
Philippines,Zamboanga del Norte,20,639192,466611,460296,4152,1230,1476,2262,2157,2632,1718,3795,1819,2957,2960,1374,2306,2008,2952,4416,9083,5228,3424,3520,3122,1658,2980,1674
Philippines,Zamboanga del Norte,25,639192,462659,454988,4152,1228,1475,2259,2156,2631,1717,3793,1818,2955,2958,1373,2305,2004,2944,4402,9039,5208,3403,3503,3107,1648,2967,1663
Philippines,Zamboanga del Norte,30,639192,452252,446672,4152,1227,1473,2257,2154,2628,1715,3788,1817,2952,2955,1372,2301,1993,2905,4335,8870,5141,3328,3457,3058,1616,2917,1630
Philippines,Zamboanga del Norte,50,639192,419804,404488,4152,1211,1454,2239,2141,2599,1705,3754,1809,2929,2921,1363,2282,1963,2837,4222,8495,4980,3164,3348,2946,1536,2802,1547
Philippines,Zamboanga del Norte,75,639192,307046,311416,4152,1101,1326,2085,2021,2383,1578,3455,1700,2662,2688,1297,2153,1771,2412,3385,6275,3917,2254,2530,2168,1105,2105,1077
Philippines,Zamboanga del Sur,0,529491,529491,529491,2291,478,896,1255,796,1214,614,1695,566,1244,1891,414,730,502,1376,1595,3822,2239,1624,1601,1263,1029,1859,1160
Philippines,Zamboanga del Sur,10,529491,344048,345754,2291,473,884,1241,792,1203,611,1685,564,1235,1880,413,690,406,1014,1308,3170,1904,1359,1398,1049,864,1572,983
Philippines,Zamboanga del Sur,15,529491,333415,331614,2291,472,881,1236,791,1201,610,1682,564,1234,1876,413,687,396,975,1275,3083,1859,1323,1367,1025,844,1541,963
Philippines,Zamboanga del Sur,20,529491,327241,328743,2291,471,879,1234,790,1199,610,1680,563,1232,1874,413,685,393,959,1261,3045,1837,1306,1352,1013,834,1527,953
Philippines,Zamboanga del Sur,25,529491,323782,322743,2291,471,877,1233,790,1197,610,1678,563,1232,1873,413,685,391,952,1252,3027,1828,1300,1347,1006,829,1518,947
Philippines,Zamboanga del Sur,30,529491,314695,314297,2291,470,876,1231,789,1196,609,1675,563,1231,1870,412,681,379,907,1214,2938,1775,1259,1315,983,807,1482,925
Philippines,Zamboanga del Sur,50,529491,281156,274190,2291,462,857,1212,783,1175,604,1656,560,1218,1841,409,669,359,838,1147,2754,1668,1174,1249,920,766,1399,874
Philippines,Zamboanga del Sur,75,529491,188280,194449,2291,417,755,1100,741,1057,556,1524,522,1109,1649,380,592,244,503,792,1797,1086,764,848,611,545,987,629
